Name,SuperPowers,Alignment,Gender
Kog'Maw,"Acid Resistants,Acidic Spit,Indestructible Digestion,Jaw Strength,Natural Weapons,Self-Destruction,Substance Secretion,Toxin and Disease Resistance,Acid Manipulation,Animal Attributes,Corruption,Damage Boost,Endurance,Enhanced Senses,Extrasensory Perception,Marksmanship,Natural Armor,Self-Sustenance,Accelerated Healing,Corruption Resistance,Durability Negation,Elasticity,Enhanced Smell,Explosion Manipulation,Magic,Magic Absorption,Magic Resistance,Matter Absorption,Physics Manipulation,Reactive Evolution,Regeneration,Statistics Amplification,Statistics Reduction",Bad,Male
LeBlanc,"Disguise Mastery,Illusions,Longevity,Magic,Master Tactician,Mind Control,Preparation,Social Influencing,Chain Manipulation,Cloning,Energy Blasts,Energy Constructs,Extrasensory Perception,Homing Attack,Perception Manipulation,Pseudo-Flight,Teleportation,Damage Boost,Jump,Magic Resistance,Necromancy,Non-Physical Interaction,Power Bestowal,Status Effect Inducement",Bad,Female
Lee Sin,"Dexterity,Enhanced Hearing,Enhanced Senses,Master Martial Artist,Super Strength,Absolute Condition,Acrobatics,Awakened Power,Information Analysis,Reflexes,Spatial Awareness,Aura,Fire Control,Force Fields,Magic",Good,Male
Lillia,"Longevity,Sleep Manipulation,Animal Attributes,Damage Boost,Dream Manipulation,Durability Negation,Enhanced Senses,Explosion Manipulation,Jump,Magic,Vitakinesis,Weapon-based Powers",Good,Female
Lissandra,"Accelerated Healing,Cold Resistance,Cryokinesis,Enhanced Hearing,Extrasensory Perception,Homing Attack,Indomitable Will,Longevity,Magic,Master Tactician,Non-Physical Interaction,Sealing,Astral Projection,Astral Travel,Cloaking,Corruption Resistance,Curse Manipulation,Dream Manipulation,Endurance,Enhanced Senses,Magic Resistance,Mind Control,Mind Control Resistance,Natural Armor,Necromancy,Paralysis,Perception Manipulation,Power Bestowal,Power Sense,Sense Manipulation,Status Effect Inducement,Summoning,Telepathy,Teleportation,Weapon Creation,Clairvoyance,Corruption,Duplication,Heat Generation,Invulnerability,Memory Manipulation,Radar Sense,Regeneration,Sleep Manipulation",Neutral,Female
Lucian,"Agility,Danmaku,Indomitable Will,Marksmanship,Weapon-based Powers,Energy Blasts,Laser Manipulation,Light Control,Non-Physical Interaction,Soul Resistance,Acrobatics,Damage Boost,Durability Negation,Endurance,Extrasensory Perception,Holy Manipulation,Jump,Magic,Purification,Soul Manipulation,Statistics Amplification",Good,Male
Lulu,"Extrasensory Perception,Insanity,Longevity,Magic,Size Changing,Status Effect Inducement,Danmaku,Energy Blasts,Enhanced Hearing,Force Fields,Gadget Usage,Illumination,Illusions,Sleep Manipulation,Transformation,Vision - Infrared,Vitakinesis,Air Control,Animal Oriented Powers,Dimension Storage,Flight,Homing Attack,Immortality,Indomitable Will,Levitation,Magic Resistance,Plant Control,Portal Creation,Separation,Statistics Amplification,Statistics Reduction,Weapon-based Powers",Good,Female
Lux,"Energy Beams,Illumination,Indomitable Will,Light Control,Magic,Magic Resistance,Energy Blasts,Force Fields,Hope Inducement,Information Analysis,Levitation,Endurance,Energy Constructs,Marksmanship,Master Tactician,Power Suit,Stasis,Statistics Amplification,Status Effect Inducement,Weapon-based Powers",Good,Female
Malphite,"Corruption Resistance,Dig,Endurance,Inorganic Physiology,Invulnerability,Large Size,Longevity,Seismic Power,Self-Sustenance,Shockwaves Generation,Subterranean,Terrakinesis,Toxin and Disease Resistance,Accelerated Healing,Changing Armor,Cold Resistance,Damage Reduction,Electricity Resistance,Enhanced Senses,Extrasensory Perception,Fire Resistance,Grappling/Climbing,Heat Resistance,Jaw Strength,Jump,Magic,Magic Resistance,Mind Control Resistance,Physical Anomaly,Power Sense,Regeneration,Sand Manipulation,Soul Resistance,Statistics Reduction,Weapon Creation,Berserk Mode,Camouflage,Damage Boost,Duplication,Homing Attack,Immortality,Indomitable Will,Matter Absorption,Shapeshifting,Statistics Amplification",Neutral,
Malzahar,"Corruption,Dark Magic,Extrasensory Perception,Indomitable Will,Magic Resistance,Portal Creation,Summoning,Telepathy,Damage Reduction,Endurance,Energy Absorption,Energy Beams,Energy Manipulation,Homing Attack,Insanity,Levitation,Magic Absorption,Master Tactician,Mind Blast,Mind Control,Mind Control Resistance,Morality Manipulation,Non-Physical Interaction,Organic Manipulation,Paralysis,Power Nullifier,Power Sense,Precognition,Seismic Power,Soul Resistance,Telekinesis,Telepathy Resistance,Toxin and Disease Resistance,Weapon-based Powers,Cloaking,Intangibility,Phasing,Physics Manipulation,Reality Warping Resistance,Statistics Amplification",Bad,Male
Maokai,"Accelerated Healing,Corruption Resistance,Curse Resistance,Endurance,Extrasensory Perception,Indomitable Will,Longevity,Magic,Magic Absorption,Magic Resistance,Natural Armor,Plant Control,Wood Manipulation,Damage Reduction,Elasticity,Invulnerability,Large Size,Multiple Limbs,Non-Physical Interaction,Physical Anomaly,Rage Power,Self-Sustenance,Shockwaves Generation,Toxin and Disease Resistance,Camouflage,Creation,Explosion Manipulation,Immortality,Life Manipulation,Natural Weapons,Purification,Regeneration,Self-Destruction,Soul Resistance,Summoning",Neutral,Male
Master Kusho,"Acrobatics,Agility,Dexterity,Endurance,Master Martial Artist,Shadow Manipulation,Astral Projection,Levitation,Magic,Swordsmanship,Weapons Master",Bad,Male
Master Yi,"Acrobatics,Afterimage Creation,Agility,Dexterity,Enhanced Sight,Levitation,Swordsmanship,Weapons Master,Aura,Damage Reduction,Durability Negation,Endurance,Enhanced Senses,Jump,Reflexes,Statistics Amplification,Vision - Telescopic,Vitakinesis,Magic,Master Martial Artist",Good,Male
Miss Fortune,"Danmaku,Durability,Endurance,Explosion Manipulation,Intelligence,Marksmanship,Mechanical Aptitude,Social Influencing,Stamina,Super Speed,Super Strength,Weapon-based Powers,Acrobatics,Agility,Enhanced Condition,Enhanced Thievery,Heat Generation,Hunters Instinct,Indomitable Will,Information Analysis,Intuitive aptitude,Master Tactician,Mind Control Resistance,Non-Physical Interaction,Preparation,Reflexes,Soul Resistance,Stealth,Supernatural Condition,Swordsmanship,Weapons Master,Blessed,Corruption Resistance,Curse Resistance,Power Nullifier",Good,Female
Mordekaiser,"Apathy,Aura,Dark Magic,Endurance,Extrasensory Perception,Immortality,Indomitable Will,Inorganic Physiology,Longevity,Madness Manipulation,Metal Manipulation,Natural Armor,Necromancy,Non-Corporeal,Non-Physical Interaction,Pain Suppression,Soul Manipulation,Toxin and Disease Resistance,Weapon Creation,Absorption,Accelerated Healing,Banish,Cold Resistance,Creation,Dimension Storage,Energy Constructs,Energy Manipulation,Homing Attack,Invulnerability,Magic Resistance,Self-Sustenance,Statistics Amplification,Statistics Reduction,Umbrakinesis,Unholy Manipulation,Accelerated Development,Animation,Damage Boost,Dimensional Travel,Fire Resistance,Large Size,Master Tactician,Portal Creation,Power Sense,Sealing,Summoning,Transmutation",Bad,Male
Morgana,"Chain Manipulation,Dark Magic,Endurance,Fire Control,Flight,Force Fields,Longevity,Magic,Status Effect Inducement,Super Speed,Super Strength,Accelerated Healing,Agility,Angel Physiology,Awakened Power,Holy Resistance,Illumination,Magic Resistance,Pain Manipulation,Swordsmanship,Immortality,Regeneration,Soul Manipulation",Good,Female
Nami,"Indomitable Will,Sub-Mariner,Water Control,Accelerated Healing,Animal Attributes,Damage Reduction,Extrasensory Perception,Illumination,Longevity,Sonar,Vitakinesis,Vortex Creation,Weapon-based Powers,Animal Control,Cold Resistance,Corruption Resistance,Enhanced Senses,Gadget Usage,Homing Attack,Illusion Resistance,Levitation,Natural Armor,Power Sense,Reflexes,Sealing,Statistics Amplification,Vision - Night",Good,Female
Nasus,Null,Neutral,Male
Nautilus,"Amphibious Respiration,Cold Resistance,Endurance,Fear Inducement,Power Suit,Self-Sustenance,Toxin and Disease Resistance,Water Control,Weapon-based Powers,Damage Reduction,Dark Magic,Enhanced Senses,Extrasensory Perception,Homing Attack,Immortality,Invulnerability,Large Size,Mechanical Aptitude,Non-Physical Interaction,Paralysis,Possession Resistance,Shockwaves Generation,Sonar,Soul Resistance,Stealth,Vision - Night,Berserk Mode,Camouflage,Chain Manipulation,Corruption Resistance,Curse Resistance,Danmaku,Explosion Manipulation,Gadget Usage,Grappling/Climbing,Illumination,Jump,Marksmanship,Matter Absorption,Non-Corporeal,Umbrakinesis,Unholy Manipulation,Unholy Resistance,Vortex Creation,Weapons Master,Weather Control",Neutral,Male
Neeko,"Animal Oriented Powers,Energy Blasts,Extrasensory Perception,Longevity,Magic,Shapeshifting,Animal Attributes,Cloning,Danger Sense,Empathy,Endurance,Energy Beams,Energy Constructs,Energy Manipulation,Enhanced Senses,Force Fields,Invisibility,Memory Manipulation,Acrobatics,Agility,Biokinesis,Camouflage,Cloth Manipulation,Damage Boost,Dream Manipulation,Elasticity,Jump,Magic Resistance,Non-Physical Interaction,Power Mimicry,Pseudo-Flight,Size Changing,Soul Manipulation,Statistics Amplification,Status Effect Inducement,Transformation",Good,Female
Nidalee,"Hunters Instinct,Instinctive Reaction,Animal Attributes,Animal Oriented Powers,Enhanced Senses,Marksmanship,Natural Weapons,Ability Shift,Explosion Manipulation,Extrasensory Perception,Gadget Usage,Jaw Strength,Jump,Magic,Shapeshifting,Statistics Amplification,Vitakinesis,Weapon-based Powers",Neutral,Female
Nocturne,"Accelerated Healing,Dark Magic,Dream Manipulation,Fear Inducement,Fear Manipulation,Longevity,Magic Resistance,Shadow Manipulation,Sleep Manipulation,Soul Resistance,Damage Boost,Energy Absorption,Illusions,Immortality,Mind Blast,Non-Corporeal,Non-Physical Interaction,Pain Manipulation,Physical Anomaly,Possession,Soul Manipulation,Statistics Amplification,Statistics Reduction,Status Effect Inducement,Umbrakinesis,Weapon-based Powers,Power Nullifier",Bad,
Nunu,"Animal Attributes,Cryokinesis,Indomitable Will,Longevity,Magic,Animal Control,Animal Oriented Powers,Cold Resistance,Endurance,Extrasensory Perception,Multiple Limbs,Natural Weapons,Accelerated Healing,Danmaku,Large Size,Magic Absorption,Multiple Personalities,Natural Armor,Separation,Statistics Amplification,Weapon-based Powers",Good,Male
Olaf,"Bloodlust,Cold Resistance,Endurance,Pain Suppression,Rage Power,Accelerated Healing,Grappling/Climbing,Jump,Weapon-based Powers,Weapons Master,Cryokinesis,Electrokinesis,Indomitable Will,Invulnerability,Large Size,Magic,Marksmanship,Statistics Amplification",Neutral,Male
Ornn,Null,Good,Male
Pantheon,Null,,
Poppy,"Endurance,Indomitable Will,Longevity,Weapon-based Powers,Damage Boost,Damage Reduction,Dexterity,Enhanced Hearing,Extrasensory Perception,Gadget Usage,Invulnerability,Magic,Non-Physical Interaction,Power Suit,Shockwaves Generation,Vision - Infrared,Weapons Master,Banish,Dimensional Travel,Disguise Mastery,Energy Armor,Grappling/Climbing,Immortality,Jump,Magic Resistance,Marksmanship,Master Tactician,Mind Control Resistance,Self-Sustenance,Soul Resistance,Statistics Amplification,Statistics Reduction,Stealth,Toxin and Disease Resistance",Good,Female
Pyke,"Agility,Amphibious Respiration,Invisibility,Jump,Reflexes,Shadow Manipulation,Stealth,Supernatural Condition,Vision - Night,Weapon-based Powers,Bloodlust,Endurance,Enhanced Senses,Extrasensory Perception,Indomitable Will,Liquid Transmutation,Marksmanship,Possession Resistance,Toxin and Disease Resistance,Weapons Master,Zombie Physiology,Animal Control,Cold Resistance,Durability Negation,Insanity,Magic,Self-Sustenance,Status Effect Inducement",Neutral,Male
Qiyana,"Agility,Air Control,Camouflage,Plant Control,Terrakinesis,Water Control,Weapons Master,Acrobatics,Apathy,Cryokinesis,Dexterity,Element Control,Heat Generation,Jump,Lava Manipulation,Magic,Status Effect Inducement,Weapon-based Powers,Damage Boost,Explosion Manipulation,Magic Resistance,Marksmanship,Master Martial Artist,Master Tactician,Seismic Power,Shockwaves Generation,Statistics Amplification,Stealth,Vibration Manipulation,Weather Control",Bad,Female
Quinn,"Hunters Instinct,Marksmanship,Stealth,Acrobatics,Agility,Animal Control,Animal Oriented Powers,Indomitable Will,Natural Weapons,Preparation,Reflexes,Weapon-based Powers,Damage Boost,Endurance,Flight,Master Tactician,Status Effect Inducement,Summoning,Weapons Master",Good,Female
Rakan,"Agility,Force Fields,Love Inducement,Acrobatics,Animal Attributes,Dexterity,Enhanced Senses,Jump,Longevity,Magic,Reflexes,Endurance,Enhanced Hearing,Magic Resistance,Mind Control,Statistics Amplification,Vitakinesis",Good,
Rek'Sai,"Accelerated Healing,Animal Attributes,Bloodlust,Dig,Endurance,Extrasensory Perception,Hunters Instinct,Jaw Strength,Longevity,Natural Armor,Natural Weapons,Rage Power,Seismic Power,Subterranean,Toxin and Disease Resistance,Animal Oriented Powers,Berserk Mode,Corruption,Dark Magic,Durability Negation,Energy Blasts,Enhanced Hearing,Enhanced Smell,Fear Inducement,Grappling/Climbing,Instinctive Reaction,Jump,Large Size,Magic Resistance,Multiple Limbs,Power Sense,Reflexes,Sonar,Stealth,Venomous Bite,Agility,Animal Control,Damage Boost,Energy Manipulation,Heat Resistance,Indomitable Will,Invulnerability,Magic Absorption,Mind Control Resistance,Physics Manipulation,Portal Creation,Reactive Evolution,Regeneration,Self-Sustenance,Shockwaves Generation,Sonic Scream,Soul Resistance,Statistics Reduction",Bad,Female
Rell,"Changing Armor,Magnetism,Metal Manipulation,Endurance,Heat Generation,Indomitable Will,Magic,Rage Power,Status Effect Inducement,Accelerated Healing,Animation,Aura,Awakened Power,Damage Reduction,Emotional Power Up,Force Fields,Gadget Usage,Gravity Control,Homing Attack,Jump,Magic Resistance,Seismic Power,Shockwaves Generation,Statistics Amplification,Terrakinesis,Weapon Creation,Weapon-based Powers",Good,Female
Renekton,Null,Bad,Male
Rengar,"Enhanced Smell,Hunters Instinct,Agility,Animal Attributes,Animal Oriented Powers,Bloodlust,Camouflage,Endurance,Enhanced Hearing,Enhanced Senses,Indomitable Will,Invisibility,Jump,Longevity,Stealth,Weapons Master,Accelerated Healing,Corruption Resistance,Damage Boost,Danger Sense,Gadget Usage,Grappling/Climbing,Jaw Strength,Magic,Master Tactician,Natural Weapons,Pain Suppression,Sonic Scream,Status Effect Inducement,Weapon-based Powers",Neutral,Male
Riven,"Awakened Power,Force Fields,Swordsmanship,Weapon-based Powers,Acrobatics,Agility,Air Control,Aura,Energy Blasts,Jump,Master Martial Artist,Damage Boost,Dexterity,Emotional Power Up,Endurance,Magic,Reflexes,Sonic Scream,Statistics Amplification,Status Effect Inducement",Good,Female
Rumble,"Fire Control,Gadget Usage,Longevity,Mechanical Aptitude,Power Suit,Robotic Engineering,Weapon-based Powers,Damage Boost,Enhanced Hearing,Explosion Manipulation,Marksmanship,Preparation,Vision - Infrared,Animal Attributes,Cold Resistance,Electrokinesis,Force Fields,Heat Generation,Immortality,Large Size,Magic,Magic Resistance,Non-Corporeal,Self-Destruction,Statistics Amplification",Neutral,Male
Ryze,"Arcane Magic,Awakened Power,Endurance,Energy Beams,Energy Blasts,Indomitable Will,Longevity,Magic,Portal Creation,Cold Resistance,Damage Boost,Electrokinesis,Energy Constructs,Energy Manipulation,Extrasensory Perception,Force Fields,Homing Attack,Magic Resistance,Master Tactician,Non-Physical Interaction,Energy Armor,Fire Control,Magic Absorption,Mind Control Resistance,Reactive Power Level,Statistics Amplification,Status Effect Inducement",Good,Male
Samira,"Acrobatics,Agility,Danmaku,Gadget Usage,Marksmanship,Weapon-based Powers,Dexterity,Endurance,Explosion Manipulation,Indomitable Will,Master Martial Artist,Pain Suppression,Weapons Master,Attack Negation,Danger Sense,Grappling/Climbing,Jump,Mechanical Aptitude,Reflexes,Statistics Amplification,Swordsmanship",Neutral,Female
Sejuani,"Cold Resistance,Cryokinesis,Indomitable Will,Weapon-based Powers,Agility,Bloodlust,Damage Reduction,Endurance,Master Tactician,Pain Suppression,Reflexes,Weapons Master,Accelerated Healing,Animal Control,Animal Oriented Powers,Durability Negation,Enhanced Senses,Explosion Manipulation,Gadget Usage,Magic,Preparation,Rage Inducement,Rage Power",Neutral,Female
Senna,"Indomitable Will,Marksmanship,Weapon-based Powers,Camouflage,Endurance,Energy Beams,Energy Blasts,Extrasensory Perception,Light Control,Non-Physical Interaction,Soul Resistance,Status Effect Inducement,Vitakinesis,Attack Reflection,Damage Boost,Dark Magic,Durability Negation,Force Fields,Holy Manipulation,Immortality,Intangibility,Magic,Paralysis,Purification,Reactive Power Level,Soul Manipulation,Summoning,Umbrakinesis,Unholy Manipulation",Good,Female
Sett,"Accelerated Healing,Dexterity,Endurance,Master Martial Artist,Rage Power,Reflexes,Agility,Bloodlust,Damage Boost,Enhanced Hearing,Enhanced Senses,Grappling/Climbing,Jump,Animal Attributes,Durability Negation,Magic,Shockwaves Generation,Statistics Amplification,Status Effect Inducement",Neutral,Male
Shaco,"Acrobatics,Agility,Duplication,Invisibility,Weapon Summoning,Weapon-based Powers,Teleportation",Bad,Male
Shen,"Acrobatics,Agility,Master Martial Artist,Ninjutsu,Non-Physical Interaction,Super Speed,Super Strength,Swordsmanship,Teleportation,Weapons Master,Dexterity,Dimensional Travel,Endurance,Enhanced Senses,Force Fields,Stealth,Weapon-based Powers",Good,Male
